id,name,address,phone,dob
1769,Kerry Stevens,"173 Heritage Drive, Calgary AB T2V 2W2",7788766711,1993-12-10
1181,Jay Cunningham,"4058 49th Avenue, Qikiqtarjuaq NU X0A 0B0",6137867514,1994-06-27
2979,David Gonzalez,"3594 Reserve St, Frankford ON K0K 2C0",9054633129,1995-05-08
1267,Michael Watkins,"796 avenue Royale, Quebec QC G1P 4R5",9028123660,1997-03-14
2099,Benjamin Morgan,"3611 Brew Creek Rd, Vananda BC V0N 3K0",6135369060,1997-12-16
1610,James Russo,"3970 Bloor Street, Ardrossan AB T0B 0E0",5196685155,1962-01-10
1113,Leah Flowers,"2764 rue des Érables, Clermont QC G4A 1J8",5197567931,1967-06-09
2718,Sean Whitney,"4078 Riedel Street, Fort Mcmurray AB T9H 3J9",7057602482,1969-04-10
1642,Kelly Anderson,"1011 Tolmie St, Vancouver BC V6R 4C5",4035088762,1970-06-18
2507,Christopher Burke,"169 rue des Églises Est, Malartic QC J0Y 1Z0",2507377133,1971-03-31
1130,Carlos Gonzalez,"391 St. John Street, Viscount SK S4P 3Y2",7808559497,1971-12-27
2202,Barbara Bailey,"4596 Duke Street, Montreal QC H3C 5K4",4033436557,1972-01-14
2364,Dustin Kelly,"2125 Parkdale Ave, Brockville ON K6V 4X4",2263832138,1973-10-31
1006,Kevin Young,"1425 Speers Road, Maple ON L6A 1G5",5198372903,1977-03-14
1456,Tracy Mercado,"4991 Bayfield St, Richmond Hill ON L4C 3Y2",6135907904,1978-03-16
1775,Jason Miller,"699 Nelson Street, Hudson ON P0V 1X0",7092162698,1978-05-25
2289,Robin Dalton,"2229 Lockhart Drive, Barrie ON L4M 3B1",2042645015,1979-02-14
2136,Jonathan Huffman,"2304 Fallon Drive, Tiverton ON N0G 2T0",4387923809,1980-04-25
1323,Randy Robbins,"1377 Glover Road, Fort Langley BC V3A 6X5",6138026605,1980-10-24
2539,John Perez,"4637 Fallon Drive, Chesley ON N0G 1L0",4186662370,1980-12-12
2280,Richard Wilson,"3723 Robsonn St, Vancouver BC V6B 3K9",9025083883,1982-07-07
2679,Robert Davis,"1163 Weir Crescent, Toronto ON M1E 3T8",4039265307,1982-11-29
1518,Mr. Bryan Drake Jr.,"2536 Sherbrooke Ouest, Montreal QC H4A 1H3",2892657152,1983-03-09
1771,Brian Wright,"3806 Fallon Drive, Durham ON N0G 1R0",7093819395,1983-11-07
1824,Gina Stephenson,"2681 St-Jerome Street, St Jerome QC S4P 3Y2",6042766372,1983-12-29
2414,Brooke Morris,"4862 Reserve St, Cambray ON K0M 1E0",4188372840,1987-06-05
2981,Kathy Walker,"86 Eglinton Avenue, Toronto ON M4P 1A6",8076264869,1990-01-17
2106,Angela Lucero,"4588 Merivale Road, Stittsville ON K2S 1B9",5143696838,1991-10-18
1101,Allison Douglas,"2667 rue des Églises Est, Lavenir QC J0C 1B0",9052684347,1993-09-10
2290,Jennifer Davis,"2092 Nelson Street, Pass Lake ON P0T 2M0",4382285811,1994-01-19
1343,Paul Lopez,"2422 Central Pkwy, Mississauga ON L5L 5S1",4503994122,1960-05-30
2700,Gregory Lawrence,"3705 Nelson Street, Delvin ON POW 1C0",6139718271,1960-06-28
1440,Jennifer Mitchell," 2242 Carlson Road, Prince George BC  V2L 5E5",6044523012,1963-04-11
2488,Hector Ramirez,"3145 Richford Road, Napierville QC J0J 1L0",7789696570,1965-04-08
2173,Dana Spencer,"2638 Heatherleigh, Cooksville ON L5A 1V9",6479395511,1965-06-02
1845,Erin Scott,"2650 St Jean Baptiste St, St Magloire QC G0R 3M0",5816241273,1967-09-19
1517,Michelle Phillips,"4896 Whitmore Road,  Fort Erie ON L0L 0L0",6136558131,1968-10-10
2654,Stacey Ramos,"2124 Adelaide St, Toronto ON M5H 1P6",2893324122,1972-03-01
2594,Brittany Vasquez,"622 Nelson Street, Big Trout Lake ON P0V 1G0",6478938683,1972-07-21
2225,Anthony Reyes,"497 Bellwood Acres Rd, Huntsville ON P0A 1K0",7788465866,1973-03-13
2413,Sarah Hawkins,"4046 40th Street, Calgary AB T2M 0G6",2048356062,1977-03-24
1468,Darryl Frazier,"1012 90th Avenue, Brooks AB T0J 0J0",2042667358,1977-11-07
1050,Christina Edwards,"4573 Tycos Dr, Toronto ON M5T 1T4",2506618079,1978-06-22
1348,Angela Taylor,"1617 Main St, Manor SK S0C 1R0",6138726636,1981-10-09
1173,Lydia Lopez,"2312 40th Street, Calgary AB T2C 2P3",7782575583,1982-02-02
2702,Jessica Jenkins,"316 Bay Street, Toronto ON M5J 2R8",9027566062,1985-03-20
2253,Veronica Baker,"1818 Main St, Black Lake QC S0J 0H0",8194493194,1985-06-10
2059,Shannon Rodriguez,"4096 rue Ellice, Joliette QC J6E 3E8",2264692282,1985-11-01
1309,Kristen Strong,"1306 Merivale Road, Kanata ON K2K 1L9",6135863470,1986-04-08
2169,Ronald Butler,"615 90th Avenue, Schuler AB T0J 3B0",5148994998,1991-01-01
1714,Zachary Lewis,"1914 Parkdale Ave, Cornwall ON K6J 3P7",7059489426,1991-03-27
1187,Teresa Logan,"4798 René-Lévesque Blvd, Montreal QC H3B 4W8",2505547609,1991-07-22
1543,Carlos Jones,"497 Bellwood Acres Rd, Huntsville ON P0A 1K0",4039066700,1992-08-03
1474,Christopher Morton,"2353 rue des Églises Est, Rochebaucourt QC J0Y 2J0",6042135227,1996-02-27
2398,Michael Wilson,"1807 Albert Street,  Herbert SK S4P 3Y2",3065172789,1997-12-25
2108,Cheryl Vega,"4369 Wallbridge Loyalist Rd, Belleville ON K8N 1L9",4035576628,1963-12-19
2807,Thomas Moon,"4065 Eglinton Avenue, Tornoto ON M4P 16A",5199915645,1965-02-03
2004,Jonathan Wilson,"1260 Bay Street, Toronto ON M5J 2R8",7057003819,1967-04-03
1744,Brittany Parker,"818 Thurston Dr, Orleans ON  K1C 1T1",2263579328,1974-11-06
2861,Barbara Nicholson,"2229 Lockhart Drive, Barrie ON L4M 3B1",9056606150,1974-12-03
1407,Jesse Ward,"2312 40th Street, Calgary AB T2C 2P3",6044238565,1974-12-12
1900,James Allen,"1377 Glover Road, Fort Langley BC V3A 6X5",5149493392,1975-06-20
1945,Tammy Valencia,"796 avenue Royale, Quebec QC G1P 4R5",8196433071,1977-04-14
2219,Jason Porter,"3594 Reserve St, Frankford ON K0K 2C0",5813182564,1978-06-06
2772,Dale Luna,"2019 90th Avenue, Delia AB T0J 0W0",2047265820,1978-11-09
1091,Sarah Johnson DDS,"2424 Heritage Drive, Calgary AB T2V 2W2",4183282703,1981-05-01
1659,Kristen Caldwell,"4065 Eglinton Avenue, Tornoto ON M4P 16A",4503516364,1982-11-02
2497,Julia Schmitt,"2667 rue des Églises Est, Lavenir QC J0C 1B0",9054795622,1987-04-27
1242,Wesley Mccormick,"3723 Robsonn St, Vancouver BC V6B 3K9",4506155434,1988-01-22
2266,Carlos Garcia,"2638 Heatherleigh, Cooksville ON L5A 1V9",2894018824,1989-06-19
2589,Nicholas Mcclain,"2290 rue de la Gauchetière, Montreal QC H3B 2M3",9028643823,1991-12-03
2015,Jacob Sullivan,"4596 Duke Street, Montreal QC H3C 5K4",5878903723,1992-03-23
1127,Dylan Johnson," 2242 Carlson Road, Prince George BC  V2L 5E5",2509318614,1992-11-24
2619,Nichole Mendez,"497 Bellwood Acres Rd, Huntsville ON P0A 1K0",7808911797,1993-10-19
2473,William Dunn,"4369 Wallbridge Loyalist Rd, Belleville ON K8N 1L9",5816333514,1993-12-23
2061,Diana Martin,"635 Lynden Road, Orono ON L0B 1M0",4185916072,1994-03-15
1800,Shawna Yu,"2169 St. Paul Street, St Catharines ON L2S 2K4",7789711915,1994-03-17
1618,John Harris,"2893 Runnymede Rd, Toronto ON M6S 2Z7",6139301557,1996-11-06
2770,Mr. George Tate MD,"1682 MacLaren Street, Ottawa ON K1P 5M7",7056983500,1997-09-08
2373,Jennifer Cuevas,"4964 Blind Bay Road, Salmon Arm BC V0E 2T0",7804503920,1997-11-19
2758,Darryl Smith,"969 Brand Road, Saskatoon SK S7K 1W8",9053375641,1967-09-19
2215,Kyle Farrell,"1012 90th Avenue, Brooks AB T0J 0J0",2269891698,1968-10-10
2352,Sydney Williams,"4637 Fallon Drive, Chesley ON N0G 1L0",7787858686,1972-03-01
1225,Lisa Walker,"559 rue Fournier, St Jerome QC J7Z 4V1",4038071060,1972-07-21
1409,Richard Ortega,"2531 King George Hwy, Surrey BC V3W 4E3",5194998451,1973-03-13
2749,Cristian Carr,"3145 Richford Road, Napierville QC J0J 1L0",6043661691,1977-03-24
1731,Jennifer Nunez,"1425 Speers Road, Maple ON L6A 1G5",6048261697,1977-11-07
2117,Madison Chandler,"699 Nelson Street, Hudson ON P0V 1X0",4167802638,1978-06-22
2615,Larry Morris,"3229 Fallon Drive, Dungannon ON N0M 1R0",8678983340,1981-10-09
2860,Leroy Kim Jr.,"3385 40th Street, Calgary AB T2K 0P7",4168426520,1982-02-02
1159,Bradley Henderson,"3941 Danforth Avenue,  Toronto ON M4K 1A6",4389345251,1985-03-20
2040,Steve Castro,"291 Speers Road, Oakville ON L6H 3H5",6049667025,1985-06-10
1437,David Watson,"4058 49th Avenue, Qikiqtarjuaq NU X0A 0B0",9023567328,1985-11-01
1691,Aaron Wiley,"1536 Blanshard, Victoria BC V8W 2H9",6478753119,1986-04-08
1253,Joseph Jacobs,"391 rue Saint-Édouard, Trois Rivieres QC G9A 5S8",7053848981,1991-01-01
2233,Tommy Hill,"1617 Main St, Manor SK S0C 1R0",2509432819,1991-03-27
2982,Russell Baker,"4559 Riedel Street, Fort Mcmurray AB T9H 3J9",4504187937,1991-07-22
1427,Andrew Singh,"3705 Nelson Street, Delvin ON POW 1C0",6132305670,1992-08-03
2999,Gary Dennis,"391 St. John Street, Viscount SK S4P 3Y2",4039353677,1996-02-27
1169,Lisa Cook,"813 Blanshard, Victoria BC V8W 2H9",2049979004,1997-12-25
1370,Kevin Ramos,"1519 René-Lévesque Blvd, Montreal QC H3B 4W8",4163148649,1963-12-19
1116,Nancy Patterson,"4896 Whitmore Road,  Fort Erie ON L0L 0L0",6133586466,1965-02-03
1674,Jeffrey Chavez,"2650 St Jean Baptiste St, St Magloire QC G0R 3M0",7803632927,1967-04-03
1354,Russell Patel,"4046 40th Street, Calgary AB T2M 0G6",2263931219,1974-11-06
1882,April Cox,"173 Heritage Drive, Calgary AB T2V 2W2",5146316505,1974-12-03
1054,Ms. Kathleen Charles,"3504 Rose Street, Regina SK S4P 3Y2",2046883655,1974-12-12
2199,Duane Dean,"3572 Bloor Street, Vegreville AB T0B 4L0",3063025426,1975-06-20
2520,Julie Mccarthy,"615 90th Avenue, Schuler AB T0J 3B0",4033753385,1977-04-14
2412,William James,"2092 Nelson Street, Pass Lake ON P0T 2M0",6044982515,1978-06-06
1096,Sharon Fernandez,"1306 Merivale Road, Kanata ON K2K 1L9",7784727441,1978-11-09
2812,Matthew Pruitt,"4096 rue Ellice, Joliette QC J6E 3E8",5192428943,1981-05-01
2576,Wanda Clark,"3611 Brew Creek Rd, Vananda BC V0N 3K0",9058289261,1982-11-02
2564,Kevin Lee,"4588 Merivale Road, Stittsville ON K2S 1B9",5812392036,1987-04-27
2208,Sarah Roberts,"51 rue St-Henri, Ville Le Gardeur QC J5Z 1R6",4038753481,1988-01-22
1058,Alexander Hernandez,"2421 Yonge Street, Toronto ON M4W 1J7",9022684163,1989-06-19
1894,Dillon Simmons,"2422 Central Pkwy, Mississauga ON L5L 5S1",2507224716,1991-12-03
2529,Kimberly Snyder,"148 Pape Ave, Toronto ON M4E 2V5",2263044303,1992-03-23
1121,Jessica Mooney,"316 Bay Street, Toronto ON M5J 2R8",4038963166,1992-11-24
1698,Megan Brown,"2958 Beaver Creek, Thornhill ON L4J 1W2",3062283013,1993-10-19
2133,Rachel Howard,"3970 Bloor Street, Ardrossan AB T0B 0E0",5195233782,1993-12-23
2363,Erin Morgan,"4394 Islington Ave,  Toronto ON M9V 2X5",6473818040,1994-03-15
2292,Brandon Henderson,"752 Tanner Street, Vancouver BC V5R 2T4",4032203848,1994-03-17
2876,Megan Hansen,"833 Nelson Street, Nobel QC P0G 1G0",5198332915,1967-09-19
1837,Michael Rodriguez,"86 Eglinton Avenue, Toronto ON M4P 1A6",3062391616,1968-10-10
1986,Jenna Reid,"497 Bellwood Acres Rd, Huntsville ON P0A 1K0",4186647234,1972-03-01
1185,Robert Cook,"4313 Granville St,  Halifax NS B3K 5L2",5878986744,1972-07-21
2028,Joseph Berry,"1152 rue Levy, Montreal QC H3C 5K4",2897968014,1973-03-13
1044,Jennifer Kelley,"2681 St-Jerome Street, St Jerome QC S4P 3Y2",2508121194,1977-03-24
2622,Maria Freeman,"2304 Fallon Drive, Tiverton ON N0G 2T0",7786656182,1977-11-07
1093,Carolyn Dennis,"1914 Parkdale Ave, Cornwall ON K6J 3P7",6138501645,1978-06-22
1301,David Pierce,"2536 Sherbrooke Ouest, Montreal QC H4A 1H3",8076308658,1981-10-09
2856,Christine Barnes,"3806 Fallon Drive, Durham ON N0G 1R0",3064252158,1982-02-02
2554,Michael Acosta,"1415 40th Street, Calgary AB T2P 4L4",2894195543,1985-03-20
2827,Kaitlin Harris,"2639 Sherbrooke Ouest, Montreal QC H4A 1H3",4182568192,1985-06-10
1073,Ashley Lopez,"2764 rue des Érables, Clermont QC G4A 1J8",5146556712,1985-11-01
1204,Dwayne Gill,"2125 Parkdale Ave, Brockville ON K6V 4X4",7783676075,1986-04-08
1884,Steve Thompson,"2124 Adelaide St, Toronto ON M5H 1P6",4509207411,1991-01-01
2573,Jessica Hunt,"3973 Brand Road, Saskatoon SK S7K 1W8",7097217219,1991-03-27
2536,Steven Ewing,"1507 St. John Street, Beechy SK S4P 3Y2",8073235158,1991-07-22
2014,Kayla Reeves," 2546 Fallon Drive, Bayfield ON N0M 1G0",5199283758,1992-08-03
1776,Amanda Burns,"4862 Reserve St, Cambray ON K0M 1E0",5068495894,1996-02-27
1232,Elizabeth Gates,"1163 Weir Crescent, Toronto ON M1E 3T8",8197407570,1997-12-25
2262,Craig Farley,"2249 René-Lévesque Blvd, Montreal QC H3B 4W8",2503865978,1963-12-19
2213,Teresa Hicks,"4798 René-Lévesque Blvd, Montreal QC H3B 4W8",5199997826,1965-02-03
2744,Patricia Nguyen,"2893 137th Avenue, Edmonton AB T5M 3K3",2506521443,1967-09-19
2013,Pamela King,"1807 Albert Street,  Herbert SK S4P 3Y2",7806438224,1968-10-10
2734,Evelyn Cisneros,"1942 Victoria Park Ave, Toronto ON M2J 3T7",5065701330,1972-03-01
1799,Kimberly Rivers,"1011 Tolmie St, Vancouver BC V6R 4C5",6136335062,1972-07-21
1129,Sarah Miller,"622 Nelson Street, Big Trout Lake ON P0V 1G0",6133202953,1973-03-13
1233,Tammy Petty,"2051 Birkett Lane, Brantford ON N3T 2Z8",6132224597,1977-03-24
2469,Steven Stephenson,"2333 Ontario St, St Catharines ON L2N 1S8",3068293836,1977-11-07
2246,Wendy Quinn,"4991 Bayfield St, Richmond Hill ON L4C 3Y2",9057394991,1978-06-22
2542,Ronald Butler,"1423 rue Levy, Montreal QC H3C 5K4",4383937666,1981-10-09
1959,Shawn Campbell,"4511 Main St,  Theodore SK S0A 4C0",7057172680,1982-02-02
1902,Joseph Odom,"3761 Venture Place, Slave Lake AB T0G 2A2",2264358785,1985-03-20
2532,George Barron," 2325 Lock Street, Galt ON N1R 3Y8",8676956868,1985-06-10
2026,April Villanueva,"4078 Riedel Street, Fort Mcmurray AB T9H 3J9",7058968426,1985-11-01
1598,Christine Shaw,"1818 Main St, Black Lake QC S0J 0H0",7788864701,1986-04-08
1097,Austin Hansen,"4573 Tycos Dr, Toronto ON M5T 1T4",4185634577,1991-01-01
1857,Willie Castillo,"3803 Gateway Blvd, Edmonton AB T6H 1J5",7098685043,1991-03-27
2237,Kenneth Pennington,"169 rue des Églises Est, Malartic QC J0Y 1Z0",5812592954,1991-07-22
2745,Sharon Adams,"557 rue Saint-Antoine, Granby QC J2H 2H5",4168772403,1992-08-03
2543,Leroy Martinez,"2353 rue des Églises Est, Rochebaucourt QC J0Y 2J0",4169445888,1996-02-27
2569,Michelle Rojas,"2676 Dufferin Street, Toronto ON M6H 4B6",6132974053,1997-12-25
1397,Michelle Green,"1145 Montreal Road, Ottawa ON K1L 6C7",4032471712,1963-12-19
2268,Douglas Wood,"3611 Brew Creek Rd, Vananda BC V0N 3K0",7059711349,1965-02-03
2022,Darren Holt,"622 Nelson Street, Big Trout Lake ON P0V 1G0",4182016816,1967-04-03
2335,Danielle Morales,"2169 St. Paul Street, St Catharines ON L2S 2K4",3063727844,1974-11-06
2170,Nichole Jefferson,"3941 Danforth Avenue,  Toronto ON M4K 1A6",4034892472,1974-12-03
1741,David Hamilton,"1145 Montreal Road, Ottawa ON K1L 6C7",9027401120,1974-12-12
1213,Robert Erickson,"1519 René-Lévesque Blvd, Montreal QC H3B 4W8",6132735168,1975-06-20
2801,James Mason,"1377 Glover Road, Fort Langley BC V3A 6X5",4036256577,1977-04-14
2511,John Hammond,"1942 Victoria Park Ave, Toronto ON M2J 3T7",5813226352,1978-06-06
2381,Brett Howard,"2019 90th Avenue, Delia AB T0J 0W0",4167722203,1978-11-09
1846,Andrew Patel,"2536 Sherbrooke Ouest, Montreal QC H4A 1H3",4388125008,1981-05-01
1147,Maria Scott,"1818 Main St, Black Lake QC S0J 0H0",9057248574,1982-11-02
1426,Sarah Hernandez,"4991 Bayfield St, Richmond Hill ON L4C 3Y2",9054195900,1987-04-27
1550,Mrs. Mindy Miller DVM,"316 Bay Street, Toronto ON M5J 2R8",2048851356,1988-01-22
2994,Joseph Butler,"1423 rue Levy, Montreal QC H3C 5K4",3067259562,1989-06-19
2459,William Olson,"557 rue Saint-Antoine, Granby QC J2H 2H5",4185851878,1991-12-03
1565,Tasha Saunders,"4588 Merivale Road, Stittsville ON K2S 1B9",5877387460,1992-03-23
2345,Jennifer Davis,"818 Thurston Dr, Orleans ON  K1C 1T1",2047707123,1992-11-24
2464,Sean Ryan,"2958 Beaver Creek, Thornhill ON L4J 1W2",9058676576,1993-10-19
1695,Daniel Clark,"4394 Islington Ave,  Toronto ON M9V 2X5",5149544353,1993-12-23
1218,Roger Sanchez,"1425 Speers Road, Maple ON L6A 1G5",4033291596,1994-03-15
2480,Mitchell Oliver,"1163 Weir Crescent, Toronto ON M1E 3T8",5199468981,1994-03-17
1889,Jennifer Jensen,"2650 St Jean Baptiste St, St Magloire QC G0R 3M0",8195993300,1996-11-06
1320,Kelly Hammond,"1617 Main St, Manor SK S0C 1R0",2263258437,1997-09-08
2785,Richard Burke,"391 St. John Street, Viscount SK S4P 3Y2",4508858893,1997-11-19
1914,Vanessa Perez,"2893 137th Avenue, Edmonton AB T5M 3K3",2893996053,1967-09-19
2672,Miguel Martinez,"2333 Ontario St, St Catharines ON L2N 1S8",2504041877,1968-10-10
2415,David Gregory,"4559 Riedel Street, Fort Mcmurray AB T9H 3J9",5144543352,1972-03-01
1782,Jose Mcintosh," 2242 Carlson Road, Prince George BC  V2L 5E5",5195783646,1972-07-21
1206,Austin Pearson,"3973 Brand Road, Saskatoon SK S7K 1W8",6043918812,1973-03-13
1709,John Tucker,"4896 Whitmore Road,  Fort Erie ON L0L 0L0",5063595183,1977-03-24
2692,Darlene Burke,"173 Heritage Drive, Calgary AB T2V 2W2",5195398875,1977-11-07
4050,Nancy Chambers,"2051 Birkett Lane, Brantford ON N3T 2Z8",7806427412,1978-06-22
4506,Tracy Briggs,"4511 Main St,  Theodore SK S0A 4C0",6045872494,1981-10-09
3041,Glenn Skinner,"4058 49th Avenue, Qikiqtarjuaq NU X0A 0B0",7059444115,1982-02-02
3950,Richard Hooper,"4078 Riedel Street, Fort Mcmurray AB T9H 3J9",5065765282,1985-03-20
2570,Amanda Ramirez,"2290 rue de la Gauchetière, Montreal QC H3B 2M3",4507565224,1985-06-10
4694,Mrs. Abigail Nelson MD,"1682 MacLaren Street, Ottawa ON K1P 5M7",9058178904,1985-11-01
3212,Dana Campbell,"1306 Merivale Road, Kanata ON K2K 1L9",5145286081,1986-04-08
3223,Samuel Marsh,"1507 St. John Street, Beechy SK S4P 3Y2",5063364817,1991-01-01
2111,Mr. Douglas Thomas,"4065 Eglinton Avenue, Tornoto ON M4P 16A",5149863445,1991-03-27
4034,Colleen Mason,"4964 Blind Bay Road, Salmon Arm BC V0E 2T0",4189487566,1991-07-22
2069,Eric Brown,"3385 40th Street, Calgary AB T2K 0P7",5192021038,1992-08-03
2917,Lauren Dean,"3229 Fallon Drive, Dungannon ON N0M 1R0",5062786929,1996-02-27
1371,Aaron Carney,"3723 Robsonn St, Vancouver BC V6B 3K9",4387996372,1997-12-25
4681,Amanda Taylor,"752 Tanner Street, Vancouver BC V5R 2T4",6476842806,1963-12-19
2964,Gilbert Garcia,"2676 Dufferin Street, Toronto ON M6H 4B6",2042174265,1965-02-03
4669,Kenneth Hill,"497 Bellwood Acres Rd, Huntsville ON P0A 1K0",2504248670,1967-04-03
3262,Larry Rivera,"1415 40th Street, Calgary AB T2P 4L4",2045275056,1974-11-06
2709,Suzanne Kirk," 2325 Lock Street, Galt ON N1R 3Y8",5872571566,1974-12-03
4207,Rebecca Thompson,"2421 Yonge Street, Toronto ON M4W 1J7",5792356479,1974-12-12
4402,Duane Williams,"3594 Reserve St, Frankford ON K0K 2C0",6135567215,1975-06-20
4614,David Lawrence,"2681 St-Jerome Street, St Jerome QC S4P 3Y2",5197375464,1977-04-14
4597,Kimberly Skinner,"1807 Albert Street,  Herbert SK S4P 3Y2",2262381486,1978-06-06
3774,Amanda Thornton,"2229 Lockhart Drive, Barrie ON L4M 3B1",2504233483,1978-11-09
4340,Christopher Miller,"291 Speers Road, Oakville ON L6H 3H5",2506426182,1981-05-01
4931,Margaret Robinson,"4046 40th Street, Calgary AB T2M 0G6",7094723002,1982-11-02
4620,Shelly Martinez,"699 Nelson Street, Hudson ON P0V 1X0",6473919105,1987-04-27
3402,Mr. John Burgess," 2546 Fallon Drive, Bayfield ON N0M 1G0",2898341083,1988-01-22
1820,Benjamin Holland,"3970 Bloor Street, Ardrossan AB T0B 0E0",2509236580,1989-06-19
1853,Joe Goodwin,"615 90th Avenue, Schuler AB T0J 3B0",4032918824,1991-12-03
2257,Ashley Salazar,"86 Eglinton Avenue, Toronto ON M4P 1A6",6136211994,1992-03-23
1259,Michael Williams,"2092 Nelson Street, Pass Lake ON P0T 2M0",8197124644,1992-11-24
4952,Dennis Chapman,"148 Pape Ave, Toronto ON M4E 2V5",4503221054,1993-10-19
3150,James Brown,"4596 Duke Street, Montreal QC H3C 5K4",5792332840,1993-12-23
2209,Mrs. Erin Little PhD,"4573 Tycos Dr, Toronto ON M5T 1T4",2504827014,1994-03-15
3544,Susan Watson,"1260 Bay Street, Toronto ON M5J 2R8",2262541970,1994-03-17
2754,Walter Johns,"2667 rue des Églises Est, Lavenir QC J0C 1B0",7787928475,1967-09-19
2762,Benjamin Powell,"1011 Tolmie St, Vancouver BC V6R 4C5",9059187985,1968-10-10
4062,Hannah Sutton,"2249 René-Lévesque Blvd, Montreal QC H3B 4W8",4039964201,1972-03-01
1046,Tanya Green,"559 rue Fournier, St Jerome QC J7Z 4V1",7092919965,1972-07-21
2161,Curtis Sanders,"3705 Nelson Street, Delvin ON POW 1C0",4185049245,1973-03-13
4380,Mason Davis Jr.,"796 avenue Royale, Quebec QC G1P 4R5",4502544124,1977-03-24
2927,Lisa Hahn,"3504 Rose Street, Regina SK S4P 3Y2",4182054491,1977-11-07
3579,Renee Johnson,"2424 Heritage Drive, Calgary AB T2V 2W2",3066219939,1978-06-22
3200,Elizabeth Hernandez,"2422 Central Pkwy, Mississauga ON L5L 5S1",5062457310,1981-10-09
3480,Rebecca Campbell,"4862 Reserve St, Cambray ON K0M 1E0",5193344087,1982-02-02
1980,Sara Cortez,"1536 Blanshard, Victoria BC V8W 2H9",3069492832,1985-03-20
2915,Tyler Jimenez,"51 rue St-Henri, Ville Le Gardeur QC J5Z 1R6",5195291005,1985-06-10
2400,James Burke,"1012 90th Avenue, Brooks AB T0J 0J0",2269215591,1985-11-01
3577,David Small,"497 Bellwood Acres Rd, Huntsville ON P0A 1K0",2264777805,1986-04-08
1976,Bryce Carr,"2639 Sherbrooke Ouest, Montreal QC H4A 1H3",9023147590,1991-01-01
2324,Sharon Freeman,"3145 Richford Road, Napierville QC J0J 1L0",7057753653,1991-03-27
3745,Dawn Evans,"2353 rue des Églises Est, Rochebaucourt QC J0Y 2J0",2892463067,1991-07-22
1615,Jay Smith,"2764 rue des Érables, Clermont QC G4A 1J8",2506566273,1992-08-03
4254,Stephanie Davis,"169 rue des Églises Est, Malartic QC J0Y 1Z0",3063733071,1996-02-27
3665,Kayla Gonzales,"4637 Fallon Drive, Chesley ON N0G 1L0",3062583195,1997-12-25
3693,Elijah Franco,"969 Brand Road, Saskatoon SK S7K 1W8",5063523369,1963-12-19
1398,Karen Burgess,"2312 40th Street, Calgary AB T2C 2P3",3065788166,1965-02-03
4001,Kevin Lopez,"3761 Venture Place, Slave Lake AB T0G 2A2",4182522650,1967-09-19
1170,Holly Davis,"391 rue Saint-Édouard, Trois Rivieres QC G9A 5S8",6043328162,1968-10-10
4176,Megan Miller,"2638 Heatherleigh, Cooksville ON L5A 1V9",7782011443,1972-03-01
4326,Courtney Lamb,"833 Nelson Street, Nobel QC P0G 1G0",2048595366,1972-07-21
1616,Christy Ortega,"4369 Wallbridge Loyalist Rd, Belleville ON K8N 1L9",4169068983,1973-03-13
1195,Erin Hawkins,"2893 Runnymede Rd, Toronto ON M6S 2Z7",3064665161,1977-03-24
3083,Martin Newton,"3806 Fallon Drive, Durham ON N0G 1R0",4502297218,1977-11-07
3393,Laura Hendrix,"1914 Parkdale Ave, Cornwall ON K6J 3P7",2894436181,1978-06-22
2614,Kristopher Rivera,"3572 Bloor Street, Vegreville AB T0B 4L0",5143351744,1981-10-09
1764,Daniel Smith,"635 Lynden Road, Orono ON L0B 1M0",7092359873,1982-02-02
4821,Maxwell Garcia,"813 Blanshard, Victoria BC V8W 2H9",6477769475,1985-03-20
1387,Sarah Ward,"2304 Fallon Drive, Tiverton ON N0G 2T0",2896229080,1985-06-10
3214,Amy Hart,"2124 Adelaide St, Toronto ON M5H 1P6",8673762385,1985-11-01
3594,Ronnie Nunez,"3803 Gateway Blvd, Edmonton AB T6H 1J5",2049673864,1986-04-08
4328,Jamie Elliott,"2125 Parkdale Ave, Brockville ON K6V 4X4",4509297595,1991-01-01
4437,Scott Kelly,"4798 René-Lévesque Blvd, Montreal QC H3B 4W8",4168198257,1991-03-27
2110,Brandi Freeman,"1152 rue Levy, Montreal QC H3C 5K4",2506978688,1991-07-22
1583,Gloria Buchanan,"2531 King George Hwy, Surrey BC V3W 4E3",4189826185,1992-08-03
4693,Patrick Hester II,"4096 rue Ellice, Joliette QC J6E 3E8",6136502818,1996-02-27
4839,David Aguirre,"4313 Granville St,  Halifax NS B3K 5L2",5817221875,1997-12-25
2068,James Kerr,"2531 King George Hwy, Surrey BC V3W 4E3",7808962126,1963-12-19
1943,Jessica Sims,"86 Eglinton Avenue, Toronto ON M4P 1A6",7808074965,1965-02-03
4151,Mark Lowe,"4313 Granville St,  Halifax NS B3K 5L2",2504232312,1967-04-03
3969,Kevin Sandoval,"1152 rue Levy, Montreal QC H3C 5K4",3068986935,1974-11-06
4998,Patricia Vega,"4046 40th Street, Calgary AB T2M 0G6",2364322758,1974-12-03
3591,Frank Mejia,"1377 Glover Road, Fort Langley BC V3A 6X5",2502308365,1974-12-12
3374,Joseph Hunter,"4798 René-Lévesque Blvd, Montreal QC H3B 4W8",2504571006,1975-06-20
